title,year,duration,country,avg_vote,votes
Tra due amori,1954,91,USA,6.4,385
Prigionieri del cielo,1954,147,USA,6.8,5286
FBI operazione Las Vegas,1954,71,USA,6.3,534
La bestia umana,1954,91,USA,7.1,4277
Giungla umana,1954,82,USA,5.7,134
La ragazza del secolo,1954,86,USA,7.2,3247
Jail Bait,1954,71,USA,3.6,2309
Le amanti di Jesse il bandito,1954,84,USA,4.5,111
Il tesoro del Rio delle Amazzoni,1954,92,USA,6.3,300
Bolide rosso,1954,85,USA,6.3,309
Johnny Guitar,1954,110,USA,7.7,15198
La grande carovana,1954,103,USA,6,172
Jungle Gents,1954,64,USA,6,290
Jungle Man-Eaters,1954,68,USA,6.7,222
L'orma del leopardo,1954,70,USA,5.8,127
Guerra tra i pianeti,1954,71,USA,3.4,1920
Riccardo cuor di leone,1954,109,USA,5.6,692
Un pizzico di follia,1954,103,USA,6.8,905
L'ultima volta che vidi Parigi,1954,116,USA,6.2,3308
La legge contro Billy Kid,1954,72,USA,5,129
L'ultimo agguato,1955,78,USA,5.8,558
Più vivo che morto,1954,95,USA,6.7,1429
Una pistola che canta,1954,76,USA,5.9,334
La lunga notte,1954,94,USA,6.7,205
12 metri d'amore,1954,96,USA,7.1,4051
La morsa si chiude,1954,80,USA,6.6,261
Un pizzico di fortuna,1954,100,USA,6.1,646
Ma and Pa Kettle at Home,1954,80,USA,7.1,496
Il mostro delle nebbie,1954,72,USA,6.5,1434
Magnifica ossessione,1954,108,USA,7.1,5872
Fossa dei dannati,1954,90,USA,6,209
La mano nell'ombra,1953,82,USA,6.2,1296
I valorosi,1954,79,USA,6.2,482
Asfalto rosso,1954,75,USA,6.3,211
Miss Robin Crusoe,1954,75,USA,4.7,170
Monster from the Ocean Floor,1954,64,USA,3.6,490
Anatomia di un delitto,1954,86,USA,6.5,786
Furia bianca,1954,95,USA,6.8,3520
Gente di notte,1954,93,USA,6.5,1017
Fronte del porto,1954,108,USA,8.1,138516
The Other Woman,1954,81,USA,6.5,169
Il cacciatore di fortuna,1954,90,USA,6.4,274
Verso il Far West,1954,73,USA,5.4,115
Paris Playboys,1954,62,USA,6.1,254
Il cavaliere implacabile,1954,84,USA,6.2,276
Il mostro della via Morgue,1954,83,USA,5.9,750
Phffft... e l'amore si sgonfia,1954,88,USA,6.6,1351
Il principe coraggioso,1954,100,USA,6.2,2363
La principessa del Nilo,1954,71,USA,6.4,317
Prisoner of War,1954,81,USA,4.8,232
Dollari che scottano,1954,81,USA,6.7,1234
Criminale di turno,1954,88,USA,7.1,2557
La spia dei ribelli,1954,83,USA,6.8,810
Gli avvoltoi della strada ferrata,1954,81,USA,6.2,256
La finestra sul cortile,1954,112,USA,8.4,432390
Giarrettiere rosse,1954,91,USA,6,312
Return from the Sea,1954,79,USA,6.2,112
Ritorno all'isola del tesoro,1954,75,USA,4.8,174
Rapsodia,1954,115,USA,6.2,911
La mano vendicatrice,1954,81,USA,6.9,986
L'assedio di fuoco,1954,73,USA,6.5,908
Il circo delle meraviglie,1954,93,USA,5.3,310
Rivolta al blocco 11,1954,80,USA,7,1608
La magnifica preda,1954,91,USA,6.6,10223
Senza scampo,1954,92,USA,6.6,818
Rose Marie,1954,104,USA,5.7,372
Sabrina,1954,113,USA,7.7,57694
Sfida a Silver City,1954,94,USA,7.4,3002
La fortezza dei tiranni,1954,76,USA,5.6,127
Le giubbe rosse del Saskatchewan,1954,87,USA,6.4,868
Il segreto degli Incas,1954,100,USA,6.1,1221
7 spose per 7 fratelli,1954,102,USA,7.4,20828
Terrore a Shanghai,1954,90,USA,5.9,108
Bella ma pericolosa,1953,89,USA,5.9,612
Il colpevole è tra noi,1954,82,USA,6.9,1051
Il terrore delle Montagne Rocciose,1954,86,USA,5.8,412
Il re dei barbari,1954,92,USA,6.1,573
Il calice d'argento,1954,142,USA,4.7,1388
La campana ha suonato,1954,81,USA,6.9,1624
The Snow Creature,1954,69,USA,3.3,898
Tre americani a Parigi,1954,96,USA,6.2,240
Pionieri della California,1954,75,USA,5.9,275
È nata una stella,1954,154,USA,7.6,15391
Giungla d'acciaio,1956,86,USA,5.7,101
Il principe studente,1954,107,USA,6.6,769
Gangsters in agguato,1954,77,USA,6.8,5935
Susanna ha dormito qui,1954,98,USA,6.5,1471
Tanganika,1954,81,USA,6.1,162
Obbiettivo Terra,1954,75,USA,5.6,1013
Il figlio di Kociss,1954,79,USA,5.8,759
Tennessee Champ,1954,73,USA,5.8,209
Assalto alla terra,1954,94,USA,7.2,19276
Follie dell'anno,1954,117,USA,6.5,5359
Cavalcata ad ovest,1954,84,USA,5.9,490
Cittadino dello spazio,1955,86,USA,5.9,8698
Tre soldi nella fontana,1954,102,USA,6.3,3042
3 ore per uccidere,1954,77,USA,6.3,554
Il circo a tre piste,1954,103,USA,5.9,684
Tre ragazzi del Texas,1954,77,USA,6,102
Tobor - Il re dei robot,1954,77,USA,5.3,708
La belva,1954,102,USA,6.5,1768
La valle dei re,1954,86,USA,6,1234
Vera Cruz,1954,94,USA,7.1,8906
Bianco Natale,1954,120,USA,7.6,31309
La ragazza da 20 dollari,1953,77,USA,6.8,700
Il selvaggio,1953,79,USA,6.8,14376
Ti ho visto uccidere,1954,83,USA,6.7,2310
Il mondo è delle donne,1954,94,USA,7,875
Singapore intrigo internazionale,1954,82,USA,5.8,370
Yankee pascià,1954,84,USA,6.6,185
Sangue e metallo giallo,1954,78,USA,6,219
L'ascia di guerra,1954,82,USA,6.2,298
Tu sei il mio destino,1954,117,USA,6.8,2195
Il mistero della piramide,1955,79,USA,6.4,5063
Non è peccato,1955,82,USA,5.7,116
Secondo amore,1955,89,USA,7.6,12957
L'americano,1955,85,USA,5.6,464
La meticcia di fuoco,1955,69,USA,4.5,115
Artisti e modelle,1955,109,USA,6.6,3494
Gunpoint,1955,81,USA,6.3,459
Giorno maledetto,1955,81,USA,7.7,18788
Prima dell'uragano,1955,149,USA,6.5,2070
Taxi da battaglia,1955,82,USA,5.5,165
Il dubbio dell'anima,1955,85,USA,4.9,227
La moschea nel deserto,1955,79,USA,5,169
Il re del jazz,1956,116,USA,6.7,1084
The Big Bluff,1955,71,USA,5.8,400
La polizia bussa alla porta,1955,87,USA,7.4,6368
Un pugno di criminali,1955,83,USA,6.7,714
Il grande coltello,1955,111,USA,6.8,3245
Il seme della violenza,1955,101,USA,7.4,7999
Oceano rosso,1955,110,USA,6.3,2783
La sposa del mostro,1955,69,USA,4.2,6459
Quando una ragazza è bella,1955,83,USA,5.4,107
Spionaggio atomico,1955,85,USA,6,887
Il ribelle d'Irlanda,1955,92,USA,6.2,668
Cella 2455 braccio della morte,1955,77,USA,6.5,322
Il sindacato di Chicago,1955,84,USA,6.5,193
Furia indiana,1955,86,USA,6.2,513
La tela del ragno,1955,134,USA,6.4,1413
La conquista dello spazio,1955,81,USA,5.7,1353
Conta fino a 3 e prega!,1955,102,USA,6.4,367
Corte marziale,1955,100,USA,6.8,1740
I sanguinari,1955,89,USA,7,463
Banditi atomici,1955,69,USA,5.5,1076
La trama del delitto,1955,77,USA,6,246
Il culto del cobra,1955,82,USA,5.8,907
Papà gambalunga,1955,126,USA,6.7,3414
Dementia,1955,56,USA,6.8,1760
Davy Crockett,1955,93,USA,7,3511
La figlia dello sceicco,1955,87,USA,5.8,270
Ore disperate,1955,112,USA,7.5,8617
Devil Goddess,1955,70,USA,6.6,199
La valle dell'Eden,1955,118,USA,7.9,39384
L'avventuriero di Burma,1955,87,USA,5.7,491
Bandiera di combattimento,1955,103,USA,6.1,223
Terra lontana,1954,97,USA,7.2,6578
I due capitani,1955,108,USA,6.1,992
Delitto sulla spiaggia,1955,97,USA,6.4,1008
Tenebrosa avventura,1955,82,USA,6.6,285
5 contro il casinò,1955,84,USA,5.9,1197
Cinque colpi di pistola,1955,78,USA,5,677
L'avventuriera di Bahamas,1955,90,USA,6.1,137
Orizzonte di fuoco,1955,78,USA,5.2,261
Orgoglio di razza,1955,92,USA,6.4,438
Francis in the Navy,1955,80,USA,5.9,558
Gli uomini sposano le brune,1955,99,USA,5.1,532
Il grido di guerra di nuvola rossa,1956,77,USA,5.9,100
La ragazza di Las Vegas,1955,85,USA,5.3,133
L'altalena di velluto rosso,1955,109,USA,6.5,773
La scarpetta di vetro,1955,93,USA,6.5,1230
"Buongiorno, miss Dove",1955,107,USA,7.1,874
L'arma che conquistò il West,1955,71,USA,4.7,197
Bulli e pupe,1955,150,USA,7.2,15212
Flash! cronaca nera,1955,70,USA,4.6,131
La baia dell'inferno,1955,99,USA,6.4,451
Il demone dell'isola,1955,84,USA,6,289
High Society,1955,61,USA,6.4,326
Tutti in coperta,1955,112,USA,6.6,709
La casa di bambù,1955,102,USA,6.8,2945
Scandalo al collegio,1955,89,USA,5.5,162
Tutto finì alle sei,1955,109,USA,6.4,873
Piangerò domani,1955,117,USA,7.2,1869
Voi assassini,1955,88,USA,7,1683
Il cacciatore di indiani,1955,88,USA,6.4,2122
Oltre il destino,1955,106,USA,6.7,898
Il mostro dei mari,1955,79,USA,6,4802
È sempre bel tempo,1955,101,USA,7,2951
It's a Dog's Life,1955,88,USA,6.8,389
Jail Busters,1955,61,USA,6.4,283
La legione dell'inferno,1955,90,USA,6.4,157
Vento di terre lontane,1956,100,USA,7.1,3351
L'inferno è a Dien Bien Fu,1955,93,USA,5.7,147
La valle degli uomini luna,1955,70,USA,5.9,255
Annibale e la vestale,1955,95,USA,5.8,492
Il kentuckiano,1955,104,USA,6.3,2381
Il bacio dell'assassino,1955,67,USA,6.6,20806
King Dinosaur,1955,63,USA,2.1,1204
Il ladro del re,1955,78,USA,5.7,520
Uno straniero tra gli angeli,1955,113,USA,6.3,1329
Un bacio e una pistola,1955,106,USA,7.6,17998
Bacio di fuoco,1955,87,USA,5.7,109
Lady Godiva,1955,89,USA,5.7,456
Lilli e il vagabondo,1955,76,USA,7.3,119585
La regina delle piramidi,1955,106,USA,6.6,3588
Alamo,1955,110,USA,6.4,689
I senza Dio,1955,78,USA,6.4,1087
La mano sinistra di Dio,1955,87,USA,6.5,2285
Il piccolo fuorilegge,1955,73,USA,6.1,194
Il cavaliere senza volto,1956,86,USA,6.7,912
La lunga linea grigia,1955,138,USA,7.2,2423
Lord of the Jungle,1955,69,USA,5.9,169
L'amore è una cosa meravigliosa,1955,102,USA,6.5,4363
Amami o lasciami,1955,122,USA,7.1,3627
Lucy Gallant,1955,104,USA,6.3,496
Ma and Pa Kettle at Waikiki,1953,79,USA,6.9,440
Gli ostaggi,1955,96,USA,6.4,816
A Man Called Peter,1955,119,USA,7.1,921
Sangue caldo,1955,84,USA,6.7,1464
L'uomo senza paura,1955,89,USA,6.9,2891
Duello a Bitter Ridge,1955,80,USA,6.1,314
L'uomo di Laramie,1955,103,USA,7.3,9268
L'uomo dal braccio d'oro,1955,119,USA,7.4,9634
Un napoletano nel Far West,1955,94,USA,6.3,964
I razziatori,1955,81,USA,5.9,172
Marty - Vita di un timido,1955,90,USA,7.7,20941
I giustizieri del Kansas,1954,73,USA,5.5,244
Una tigre in cielo,1955,106,USA,6.4,423
La nave matta di Mister Roberts,1955,123,USA,7.7,15053
Il covo dei contrabbandieri,1955,84,USA,6.7,3155
Murder Is My Beat,1955,77,USA,6.1,483
Mia sorella Evelina,1955,108,USA,6.8,1478
Fratelli messicani,1955,82,USA,6.7,573
Brooklyn chiama polizia,1955,84,USA,6.5,685
Rivolta al molo n 6,1955,76,USA,5.9,217
Anonima delitti,1955,88,USA,7,557
Notte di terrore,1955,86,USA,6.1,444
La morte corre sul fiume,1955,92,USA,8,80215
Squadra criminale: caso 24,1955,70,USA,6.3,346
Nessuno resta solo,1955,135,USA,6.7,1645
Oklahoma!,1955,145,USA,7,11090
Casa da gioco,1955,94,USA,6.1,217
Our Miss Brooks,1956,85,USA,6.6,571
Panther Girl of the Kongo,1955,167,USA,5,115
Pearl of the South Pacific,1955,86,USA,5.6,252
Tempo di furore,1955,95,USA,6.4,1099
La città del vizio,1955,100,USA,7.2,2282
Picnic,1955,115,USA,7.1,7743
La schiava del pirata,1955,72,USA,4.7,121
Il principe degli attori,1955,102,USA,6.7,355
La guerra privata del maggiore Benson,1955,105,USA,6.6,727
Oro,1955,98,USA,6.3,185
Il figliuol prodigo,1955,112,USA,5.3,554
La maschera di porpora,1955,82,USA,6.3,389
Ape regina,1955,95,USA,6.6,1722
Destino sull'asfalto,1955,88,USA,5.4,326
L'agente speciale Pinkerton,1955,87,USA,6,990
Le pioggie di Ranchipur,1955,104,USA,5.9,884
Gioventù bruciata,1955,111,USA,7.7,81625
La vendetta del mostro,1955,82,USA,5.7,5340
Sangue di Caino,1955,90,USA,6.4,230
La prateria senza legge,1955,83,USA,6,264
La rosa tatuata,1955,117,USA,7,3486
All'ombra del patibolo,1955,93,USA,6.7,1306
Sabaka il demone del fuoco,1954,77,USA,4.2,138
"Satank, la freccia che uccide",1955,91,USA,6,306
Duello di spie,1955,101,USA,6.3,573
Gli amanti dei 5 mari,1955,117,USA,6.5,2740
Lo sciopero delle mogli,1955,87,USA,5.4,100
La rivolta dei seminole,1955,74,USA,5.2,167
I sette ribelli,1955,90,USA,6.5,311
Le sette città d'oro,1955,103,USA,5.9,391
Eravamo sette fratelli,1955,93,USA,6.8,1342
Quando la moglie è in vacanza,1955,105,USA,7.1,33327
La spiaggia delle conchiglie,1955,80,USA,6.3,609
Canne infuocate,1955,80,USA,6.2,247
La figlia di Caino,1955,88,USA,6.7,146
Sogno d'amore,1955,115,USA,5.9,307
La rapina del secolo,1955,96,USA,6.8,417
Segnale di fumo,1955,88,USA,6.2,325
L'avventuriero di Hong Kong,1955,96,USA,6.2,1212
Il figlio di Sinbad,1955,91,USA,5.6,460
I pionieri dell'Alaska,1955,84,USA,6,416
Spy Chasers,1955,61,USA,6.2,288
La giungla del quadrato,1955,86,USA,6.6,213
La straniera,1955,112,USA,6.3,387
Il paradiso dei fuorilegge,1955,66,USA,6.6,475
Aquile nell'infinito,1955,112,USA,6.4,3031
Sudden Danger,1955,65,USA,6.2,101
Le donne della palude,1956,67,USA,3.1,1589
Terra infuocata,1955,83,USA,6.4,677
Gli implacabili,1955,122,USA,6.7,2134
Tarantola,1955,80,USA,6.5,8386
Ombre gialle,1955,92,USA,5.9,233
Tarzan nella jungla proibita,1955,72,USA,5.7,471
La bestia,1955,77,USA,3.2,502
La banda dei dieci,1955,80,USA,6,987
Il fidanzato di tutte,1955,111,USA,6.4,2261
La jungla dei temerari,1955,87,USA,6.5,540
I dominatori di Fort Ralston,1955,86,USA,5.5,228
Mia moglie preferisce suo marito,1955,93,USA,6.1,330
Quarto grado,1955,97,USA,6.6,1393
Timberjack,1955,94,USA,5.6,153
Caccia al ladro,1955,106,USA,7.4,62910
All'inferno e ritorno,1955,106,USA,7.2,4776
Nessuno mi fermerà,1955,73,USA,6.2,506
Il tesoro di Pancho Villa,1955,92,USA,5.7,378
L'imputato deve morire,1955,105,USA,6.8,891
La congiura degli innocenti,1955,99,USA,7.1,32794
Senza catene,1955,75,USA,6.4,136
Il tesoro sommerso,1955,99,USA,5.2,802
Carovana verso il sud,1955,111,USA,6.1,640
Il treno del ritorno,1955,97,USA,6.1,117
Uomini violenti,1955,96,USA,7,2353
Sabato tragico,1955,90,USA,6.9,1994
Il favorito della grande regina,1955,92,USA,6.8,2446
Non siamo angeli,1955,106,USA,7.5,7811
La vergine della valle,1955,102,USA,6.4,859
Wichita,1955,81,USA,6.9,1614
La rivolta delle recluse,1955,80,USA,6.5,704
I rinnegati del Wyoming,1955,73,USA,5.6,165
I cinque disertori,1955,83,USA,4.3,168
Il nipote picchiatello,1955,102,USA,6.6,1319
23 passi dal delitto,1956,103,USA,7,1864
I gangster non perdonano,1956,74,USA,5.8,116
La figlia dell'ambasciatore,1956,103,USA,6,582
Quadriglia d'amore,1956,106,USA,6.2,839
Il giro del mondo in 80 giorni,1956,167,USA,6.8,24020
Prima linea,1956,107,USA,7.4,4602
Foglie d'autunno,1956,107,USA,6.8,2076
Scialuppe a mare,1956,114,USA,6.3,1171
Baby Doll - La bambola viva,1956,114,USA,7.4,6644
Ritorno dall'eternità,1956,97,USA,6.6,1215
La frustata,1956,84,USA,6.6,1367
Il giglio nero,1956,129,USA,7.5,12416
Posto di combattimento,1956,81,USA,5.8,136
The Beast with a Million Eyes,1955,75,USA,3.7,1268
La felicità non si compra,1956,104,USA,5.8,291
I diavoli del Pacifico,1956,94,USA,6.6,1100
L'alibi era perfetto,1956,80,USA,7,4567
Sangue misto,1956,110,USA,6.4,1619
Dietro lo specchio,1956,95,USA,7.6,6536
Le tre notti di Eva,1956,94,USA,5.4,176
Il sonno nero del dottor Satana,1956,82,USA,6.1,1422
La banda della frusta nera,1956,81,USA,5.2,117
Robin Hood del Rio Grande,1956,76,USA,6.3,103
La soglia dell'inferno,1956,87,USA,6.1,145
Sfida alla città,1956,89,USA,6.4,248
Il fondo della bottiglia,1956,88,USA,6.5,234
Sfida al tramonto,1956,79,USA,6.3,219
La più grande corrida,1956,100,USA,6.6,746
La stella spezzata,1956,82,USA,5.9,161
Un turbine di gioia,1956,98,USA,6.2,985
Lo scassinatore,1957,90,USA,6.6,1216
Le colline bruciano,1956,94,USA,5.9,676
Fermata d'autobus,1956,96,USA,6.4,10569
Canyon River,1956,79,USA,6,205
Carousel,1956,128,USA,6.6,5626
Pranzo di nozze,1956,94,USA,7.5,2818
La saga dei comanches,1956,87,USA,5.6,487
L'amore più grande del mondo,1956,92,USA,6.9,334
Colpo proibito,1956,83,USA,6,146
Congo,1956,85,USA,5.5,158
Il conquistatore,1956,111,USA,3.7,2989
Il giullare del re,1955,101,USA,7.9,11368
Crashing Las Vegas,1956,62,USA,6,323
Il terrore sul mondo,1956,78,USA,5.8,3013
Crime Against Joe,1956,70,USA,5.8,225
Delitto nella strada,1956,91,USA,6.6,1060
Ore di angoscia,1956,75,USA,6.1,798
Kurussù la bestia delle amazzoni,1956,76,USA,3.7,258
Operazione Normandia,1956,106,USA,6,1378
L'agguato delle 100 frecce,1956,88,USA,5.9,454
Gianni e Pinotto banditi col botto,1956,79,USA,5.9,747
La lunga valle verde,1956,76,USA,4.7,260
Davy Crockett e i pirati del fiume,1956,81,USA,6.8,1708
L'ovest selvaggio,1956,78,USA,6.4,324
Il mostro del pianeta perduto,1955,79,USA,5.4,1818
Il diabolico avventuriero,1956,119,USA,6.9,780
Diana la cortigiana,1956,110,USA,6.2,401
Dig That Uranium,1955,61,USA,6.2,281
I frenetici,1956,84,USA,5.8,303
La Terra contro i dischi volanti,1956,83,USA,6.4,6893
Incantesimo,1956,123,USA,6.9,1650
La pistola sepolta,1956,89,USA,7.1,2744
L'adescatrice,1955,73,USA,5.6,354
Fighting Trouble,1956,61,USA,5.3,147
La storia del generale Houston,1956,82,USA,6.2,398
Vita di una commessa viaggiatrice,1956,92,USA,5.5,630
La carne e lo sperone,1956,78,USA,4.9,109
I trafficanti di Hong Kong,1956,88,USA,5.5,139
Spionaggio internazionale,1956,100,USA,6,875
Il suo angelo custode,1956,96,USA,6.3,856
Congiura al castello,1956,80,USA,5.7,236
La legge del Signore,1956,137,USA,7.3,6225
Fright,1956,68,USA,5,115
Pistola nuda,1956,71,USA,5.5,125
Piena di vita,1956,91,USA,6.4,388
I rapinatori del passo,1956,68,USA,6.3,118
Gaby,1956,96,USA,6.1,344
3 striscie al sole,1955,93,USA,6.7,104
Il gigante,1956,201,USA,7.6,33284
Gangster cerca moglie,1956,99,USA,6.8,2971
La ragazza che ho lasciato,1956,103,USA,5.4,399
Girls in Prison,1956,88,USA,5.2,178
Glory,1956,100,USA,5.7,190
Addio lady!,1956,94,USA,7.2,730
The Great American Pastime,1956,90,USA,5.8,198
L'alba del gran giorno,1956,92,USA,6.4,749
Le 22 spie dell'Unione,1956,85,USA,6.9,1023
The Great Man,1956,92,USA,6.9,319
Due pistole per due fratelli,1956,79,USA,5.9,176
Una pistola per un vile,1956,88,USA,6.1,460
Il vendicatore dell'Arizona,1956,76,USA,6.3,482
Il mercenario della morte,1956,78,USA,3.5,1390
Il colosso d'argilla,1956,109,USA,7.5,6961
Colui che rise per ultimo,1956,77,USA,5.5,124
Elena di Troia,1956,118,USA,6.2,1964
Alta società,1956,111,USA,7,13480
Paura d'amare,1956,87,USA,6.6,254
L'ultimo bazooka tuona,1956,80,USA,6.4,117
Hollywood o morte!,1956,95,USA,6.5,1841
La donna venduta,1956,85,USA,5.9,474
Hot Cars,1956,60,USA,6.5,223
Giovani delinquenti,1956,79,USA,5.2,277
Hot Shots,1956,62,USA,5.6,153
I banditi del petrolio,1956,79,USA,6.2,174
I Killed Wild Bill Hickok,1956,63,USA,5.3,131
L'uomo che uccise il suo cadavere,1956,72,USA,4.1,2146
Invasione degli ultracorpi,1956,80,USA,7.7,43866
Trittico d'amore,1956,93,USA,6.4,773
Il conquistatore del mondo,1956,71,USA,5,2077
Johnny Concho,1956,84,USA,5.9,188
Salva la tua vita!,1956,99,USA,6.2,1409
Kentucky Rifle,1955,84,USA,4.3,201
The Kettles in the Ozarks,1956,81,USA,6.8,262
L'assassino è perduto,1956,73,USA,6.6,1537
Rapina a mano armata,1956,84,USA,8,79652
Un re per quattro regine,1956,86,USA,6.1,1359
Il re ed io,1956,133,USA,7.4,23419
Giovani senza domani,1956,94,USA,6.7,3194
L'ultima frontiera,1955,98,USA,6.4,1386
L'ultima caccia,1956,108,USA,6.9,1367
L'ultima carovana,1956,99,USA,7,2747
Mia moglie è di leva,1956,99,USA,5.8,225
Fratelli rivali,1956,89,USA,6.2,3554
Lovers and Lollipops,1956,82,USA,7.1,248
Brama di vivere,1956,122,USA,7.4,10351
Fuoco magico,1955,120,USA,5.9,127
Man Beast,1956,67,USA,4.1,330
L'uomo che sapeva troppo,1956,120,USA,7.5,56718
La pistola non basta,1956,82,USA,6.3,517
L'uomo dal vestito grigio,1956,153,USA,7.1,3207
La camera blindata,1956,73,USA,5.9,367
Il tesoro dei corsari,1956,76,USA,4.6,225
Il mio amante è un bandito,1956,90,USA,5.9,429
Donne... dadi... denaro!,1956,112,USA,6.1,658
Miami Exposé,1956,73,USA,6,131
Incontro sotto la pioggia,1956,108,USA,7.1,1102
La principessa dei Moak,1956,80,USA,5.2,443
Nel tempio degli uomini talpa,1956,77,USA,5,3022
La montagna,1956,105,USA,6.8,1756
Il tesoro degli aztechi,1956,69,USA,6.8,185
Colline nude,1956,72,USA,5.5,175
Come prima... meglio di prima,1956,96,USA,6.3,432
L'alibi sotto la neve,1956,78,USA,7.2,3204
Giorni di dubbio,1956,89,USA,6.5,624
Gli eroi della stratosfera,1956,98,USA,7,162
Sesso debole?,1956,117,USA,6.1,1351
L'arma del ricatto,1956,80,USA,6.2,319
Mezzogiorno di... fifa,1956,90,USA,6.3,1401
I giganti uccidono,1956,83,USA,7.7,2134
"The Phantom from 10,000 Leagues",1955,81,USA,3.6,1456
Pharaoh's Curse,1957,66,USA,4.7,539
I pilastri del cielo,1956,95,USA,6.3,517
Mi dovrai uccidere!,1956,78,USA,6.5,978
I filibustieri della finanza,1956,98,USA,6,286
Il prezzo della paura,1956,79,USA,6.3,362
La grande sfida,1956,94,USA,7,1092
Anche gli eroi piangono,1956,111,USA,6.2,403
I guerrieri di Alce Azzurro,1956,83,USA,5.5,140
Supplizio,1956,100,USA,6.8,1163
Il mago della pioggia,1956,121,USA,7,3436
Il ricatto più vile,1956,109,USA,7,1763
Il marchio del bruto,1956,77,USA,6.3,338
I corsari del grande fiume,1956,85,USA,6.3,626
Il ribelle torna in città,1956,99,USA,6.7,292
Tramonto di fuoco,1956,81,USA,6.5,526
Rappresaglia,1956,74,USA,6.6,317
Femmina ribelle,1956,92,USA,6.6,599
Senza tregua il rock n roll,1956,77,USA,6.2,1027
Il re del rock and roll,1956,85,USA,5.3,514
Sindacato del porto,1956,82,USA,5.6,152
Running Target,1956,82,USA,5.7,114
Santiago,1956,93,USA,6.1,191
L'ora scarlatta,1956,95,USA,6.9,351
Il grido delle aquile,1956,79,USA,5.7,200
La vita oltre la vita,1956,84,USA,6.1,168
Sentieri selvaggi,1956,119,USA,7.9,78473
Serenata,1956,121,USA,5.8,447
